レースID,順位,選手登番,展示,天候,風向,風速,波高,会場,艇番,名前,年齢,支部,体重,階級,全国勝率,全国2率,当地勝率,当地2率,モーター2率,ボート2率
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭11R,3,3997,6.92,晴,南西,1,1,大　村,4,北村征嗣,41,大阪,54,A1,6.95,49.67,0.0,0.0,30.43,54.55
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭11R,4,4504,6.94,晴,南西,1,1,大　村,5,前田将太,32,福岡,55,A1,7.29,56.69,6.11,38.89,55.56,35.71
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭11R,5,4494,6.94,晴,南西,1,1,大　村,6,河合佑樹,33,静岡,50,A2,6.92,53.85,7.0,50.0,45.83,36.0
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭11R,6,4060,6.95,晴,南西,1,1,大　村,3,島田一生,41,福岡,55,A2,5.38,36.75,5.5,36.54,33.33,25.0
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,1,4477,6.93,晴,南,1,1,大　村,1,篠崎仁志,32,福岡,53,A1,7.57,54.74,6.89,35.56,29.17,53.33
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,2,4074,6.95,晴,南,1,1,大　村,5,柳沢　一,39,愛知,51,A1,6.61,40.32,7.26,47.69,54.55,58.33
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,3,3822,6.84,晴,南,1,1,大　村,2,平尾崇典,47,岡山,49,A1,7.39,60.0,7.21,55.88,27.78,25.0
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,4,4013,6.97,晴,南,1,1,大　村,3,中島孝平,40,福井,50,A1,7.76,60.15,6.65,29.41,44.44,46.15
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,5,4460,6.92,晴,南,1,1,大　村,6,後藤翔之,34,東京,53,A2,6.39,49.33,8.1,70.0,54.55,37.04
2020-08-02大　村ボートレース発祥地記念第２４回モーターボート誕生祭12R,6,4503,6.94,晴,南,1,1,大　村,4,上野真之,32,佐賀,53,A1,8.01,63.24,6.59,45.9,40.0,33.33
2020-08-02唐　津トータリゼータエンジニアリング杯1R,1,4330,6.7,晴,南西,2,2,唐　津,1,奈須啓太,36,福岡,51,A1,6.79,55.65,6.2,50.0,30.3,33.33
2020-08-02唐　津トータリゼータエンジニアリング杯1R,2,5085,6.82,晴,南西,2,2,唐　津,5,中村栄治,21,福井,53,B1,2.35,4.17,0.0,0.0,34.35,42.42
2020-08-02唐　津トータリゼータエンジニアリング杯1R,3,3884,6.74,晴,南西,2,2,唐　津,2,豊田　聡,46,徳島,52,B1,3.76,14.63,3.38,12.5,41.96,37.66
2020-08-02唐　津トータリゼータエンジニアリング杯1R,4,3506,6.8,晴,南西,2,2,唐　津,3,宮西真昭,49,佐賀,52,B1,3.32,10.0,4.43,19.17,41.63,38.67
2020-08-02唐　津トータリゼータエンジニアリング杯1R,5,3571,6.84,晴,南西,2,2,唐　津,4,寺本武司,48,長崎,53,B1,4.31,20.83,3.79,9.52,28.1,38.16
2020-08-02唐　津トータリゼータエンジニアリング杯1R,6,4881,6.8,晴,南西,2,2,唐　津,6,檀　将太,24,福岡,50,B2,2.77,7.69,2.22,11.11,30.17,36.11
2020-08-02唐　津トータリゼータエンジニアリング杯2R,1,4364,6.71,晴,南西,3,3,唐　津,1,池永　太,35,福岡,53,A1,6.83,44.68,7.16,42.11,39.47,32.35
2020-08-02唐　津トータリゼータエンジニアリング杯2R,2,4195,6.76,晴,南西,3,3,唐　津,2,前川守嗣,38,福岡,56,A2,5.66,37.37,5.29,35.71,27.88,40.74
2020-08-02唐　津トータリゼータエンジニアリング杯2R,3,4368,6.72,晴,南西,3,3,唐　津,6,山口隆史,34,福岡,51,B1,4.51,18.81,0.0,0.0,32.09,38.03
2020-08-02唐　津トータリゼータエンジニアリング杯2R,4,5012,6.82,晴,南西,3,3,唐　津,3,加倉侑征,23,福岡,49,B1,4.28,21.43,3.89,17.14,37.44,41.33
2020-08-02唐　津トータリゼータエンジニアリング杯2R,5,4958,6.81,晴,南西,3,3,唐　津,5,溝口海義,25,福岡,55,B1,5.02,26.61,6.0,0.0,31.75,28.57
2020-08-02唐　津トータリゼータエンジニアリング杯2R,6,3234,6.79,晴,南西,3,3,唐　津,4,金森史吉,53,香川,55,B1,3.59,17.76,4.6,26.67,27.83,35.14
2020-08-02唐　津トータリゼータエンジニアリング杯3R,1,4102,6.77,晴,南,3,3,唐　津,1,益田啓司,41,福岡,52,A1,6.4,46.03,6.45,52.5,34.13,31.94
2020-08-02唐　津トータリゼータエンジニアリング杯3R,2,3876,6.82,晴,南,3,3,唐　津,3,中辻崇人,43,福岡,52,A1,7.03,56.52,7.54,64.29,33.03,38.96
2020-08-02唐　津トータリゼータエンジニアリング杯3R,3,3361,6.77,晴,南,3,3,唐　津,4,岡部　浩,51,徳島,51,B1,5.16,29.55,4.59,23.53,37.78,30.77
2020-08-02唐　津トータリゼータエンジニアリング杯3R,4,4374,6.81,晴,南,3,3,唐　津,6,永田義紘,36,広島,50,B1,4.94,33.33,4.43,17.86,32.48,39.51
2020-08-02唐　津トータリゼータエンジニアリング杯3R,5,4232,6.83,晴,南,3,3,唐　津,2,笠　雅雄,37,福岡,61,B1,3.64,16.05,3.43,14.29,29.49,35.06
2020-08-02唐　津トータリゼータエンジニアリング杯3R,6,5105,6.75,晴,南,3,3,唐　津,5,富田恕生,21,福岡,53,B2,1.38,0.0,0.0,0.0,38.24,41.77
2020-08-02唐　津トータリゼータエンジニアリング杯4R,1,4351,6.76,晴,南,3,3,唐　津,1,里岡右貴,34,福岡,53,A1,7.05,55.84,5.96,36.36,31.91,34.25
2020-08-02唐　津トータリゼータエンジニアリング杯4R,2,4866,6.78,晴,南,3,3,唐　津,3,橋本英一,30,福岡,53,B2,3.92,18.75,3.64,0.0,41.3,34.29
2020-08-02唐　津トータリゼータエンジニアリング杯4R,3,3273,6.84,晴,南,3,3,唐　津,5,石田　豪,54,広島,51,B1,4.75,29.23,4.74,29.41,33.62,22.67
2020-08-02唐　津トータリゼータエンジニアリング杯4R,4,4393,6.81,晴,南,3,3,唐　津,2,田中孝明,34,福岡,56,B1,4.58,24.68,6.31,46.67,37.45,41.77
2020-08-02唐　津トータリゼータエンジニアリング杯4R,5,3541,6.8,晴,南,3,3,唐　津,4,三嶌誠司,52,香川,53,A1,6.65,47.79,6.35,48.39,29.78,23.94
2020-08-02唐　津トータリゼータエンジニアリング杯4R,6,4771,6.79,晴,南,3,3,唐　津,6,下寺秀和,27,広島,55,A2,6.15,42.25,5.89,40.43,35.89,32.79
2020-08-02唐　津トータリゼータエンジニアリング杯5R,1,3024,6.8,晴,南,4,4,唐　津,4,西島義則,58,広島,57,A1,7.75,63.87,7.31,64.1,44.83,42.42
2020-08-02唐　津トータリゼータエンジニアリング杯5R,2,3709,6.78,晴,南,4,4,唐　津,1,田中浩之,46,山口,52,B1,3.53,15.96,3.5,14.29,36.68,23.29
2020-08-02唐　津トータリゼータエンジニアリング杯5R,3,4022,6.81,晴,南,4,4,唐　津,5,待鳥雄紀,40,福岡,56,A2,6.0,36.89,5.91,41.82,33.33,23.68
2020-08-02唐　津トータリゼータエンジニアリング杯5R,4,3246,6.73,晴,南,4,4,唐　津,2,星野政彦,55,兵庫,53,B1,4.96,28.45,5.45,28.57,32.13,29.17
2020-08-02唐　津トータリゼータエンジニアリング杯5R,5,4881,6.79,晴,南,4,4,唐　津,3,檀　将太,24,福岡,50,B2,2.77,7.69,2.22,11.11,30.17,36.11
2020-08-02唐　津トータリゼータエンジニアリング杯5R,6,5085,6.85,晴,南,4,4,唐　津,6,中村栄治,21,福井,53,B1,2.35,4.17,0.0,0.0,34.35,42.42
2020-08-02唐　津トータリゼータエンジニアリング杯6R,1,3108,6.83,晴,南,4,4,唐　津,1,松本真吾,56,徳島,50,B1,3.51,15.53,2.85,5.88,29.2,44.59
2020-08-02唐　津トータリゼータエンジニアリング杯6R,2,3514,6.72,晴,南,4,4,唐　津,4,山一鉄也,53,福岡,51,A1,6.61,51.15,5.9,41.94,26.91,37.84
2020-08-02唐　津トータリゼータエンジニアリング杯6R,3,3711,6.76,晴,南,4,4,唐　津,5,江本真治,45,山口,52,A2,6.01,40.0,5.17,35.19,49.34,34.21
2020-08-02唐　津トータリゼータエンジニアリング杯6R,4,4855,6.83,晴,南,4,4,唐　津,2,江頭賢太,24,長崎,53,B1,3.61,13.33,4.41,22.22,31.84,40.24
2020-08-02唐　津トータリゼータエンジニアリング杯6R,5,4958,6.78,晴,南,4,4,唐　津,3,溝口海義,25,福岡,55,B1,5.02,26.61,6.0,0.0,31.75,28.57
2020-08-02唐　津トータリゼータエンジニアリング杯6R,6,5012,6.8,晴,南,4,4,唐　津,6,加倉侑征,23,福岡,49,B1,4.28,21.43,3.89,17.14,37.44,41.33
2020-08-02唐　津トータリゼータエンジニアリング杯7R,1,4296,6.78,晴,南,3,3,唐　津,4,岡崎恭裕,33,福岡,50,A1,7.16,48.57,6.71,47.06,37.08,30.14
2020-08-02唐　津トータリゼータエンジニアリング杯7R,2,3234,6.81,晴,南,3,3,唐　津,1,金森史吉,53,香川,55,B1,3.59,17.76,4.6,26.67,27.83,35.14
2020-08-02唐　津トータリゼータエンジニアリング杯7R,3,4374,6.86,晴,南,3,3,唐　津,2,永田義紘,36,広島,50,B1,4.94,33.33,4.43,17.86,32.48,39.51
2020-08-02唐　津トータリゼータエンジニアリング杯7R,4,4368,6.8,晴,南,3,3,唐　津,3,山口隆史,34,福岡,51,B1,4.51,18.81,0.0,0.0,32.09,38.03
2020-08-02唐　津トータリゼータエンジニアリング杯7R,5,3884,6.8,晴,南,3,3,唐　津,5,豊田　聡,46,徳島,52,B1,3.76,14.63,3.38,12.5,41.96,37.66
2020-08-02唐　津トータリゼータエンジニアリング杯7R,6,5105,6.73,晴,南,3,3,唐　津,6,富田恕生,21,福岡,53,B2,1.38,0.0,0.0,0.0,38.24,41.77
2020-08-02唐　津トータリゼータエンジニアリング杯8R,1,3571,6.75,晴,南,3,3,唐　津,1,寺本武司,48,長崎,53,B1,4.31,20.83,3.79,9.52,28.1,38.16
2020-08-02唐　津トータリゼータエンジニアリング杯8R,2,3273,6.81,晴,南,3,3,唐　津,4,石田　豪,54,広島,51,B1,4.75,29.23,4.74,29.41,33.62,22.67
2020-08-02唐　津トータリゼータエンジニアリング杯8R,3,3361,6.77,晴,南,3,3,唐　津,3,岡部　浩,51,徳島,51,B1,5.16,29.55,4.59,23.53,37.78,30.77
2020-08-02唐　津トータリゼータエンジニアリング杯8R,4,4866,6.78,晴,南,3,3,唐　津,6,橋本英一,30,福岡,53,B2,3.92,18.75,3.64,0.0,41.3,34.29
2020-08-02唐　津トータリゼータエンジニアリング杯8R,5,4232,6.84,晴,南,3,3,唐　津,5,笠　雅雄,37,福岡,61,B1,3.64,16.05,3.43,14.29,29.49,35.06
2020-08-02唐　津トータリゼータエンジニアリング杯8R,6,3506,6.8,晴,南,3,3,唐　津,2,宮西真昭,49,佐賀,52,B1,3.32,10.0,4.43,19.17,41.63,38.67
2020-08-02唐　津トータリゼータエンジニアリング杯9R,1,4102,6.8,晴,南,5,5,唐　津,2,益田啓司,41,福岡,52,A1,6.4,46.03,6.45,52.5,34.13,31.94
2020-08-02唐　津トータリゼータエンジニアリング杯9R,2,3541,6.85,晴,南,5,5,唐　津,1,三嶌誠司,52,香川,53,A1,6.65,47.79,6.35,48.39,29.78,23.94
2020-08-02唐　津トータリゼータエンジニアリング杯9R,3,4654,6.8,晴,南,5,5,唐　津,5,篠田優也,34,兵庫,54,B1,5.16,34.02,0.0,0.0,32.88,25.32
2020-08-02唐　津トータリゼータエンジニアリング杯9R,4,3527,6.87,晴,南,5,5,唐　津,6,中嶋誠一,49,長崎,51,A2,6.01,38.52,5.29,34.29,33.18,32.05
2020-08-02唐　津トータリゼータエンジニアリング杯9R,5,4027,6.78,晴,南,5,5,唐　津,3,松江秀徳,42,佐賀,53,A2,5.93,39.42,6.66,50.92,35.1,27.85
2020-08-02唐　津トータリゼータエンジニアリング杯9R,6,4879,6.79,晴,南,5,5,唐　津,4,山崎鉄平,25,佐賀,53,B1,5.45,37.84,4.54,23.57,28.83,38.46
2020-08-02唐　津トータリゼータエンジニアリング杯10R,1,3514,6.69,晴,南,3,3,唐　津,1,山一鉄也,53,福岡,51,A1,6.61,51.15,5.9,41.94,26.91,37.84
2020-08-02唐　津トータリゼータエンジニアリング杯10R,2,4364,6.7,晴,南,3,3,唐　津,2,池永　太,35,福岡,53,A1,6.83,44.68,7.16,42.11,39.47,32.35
2020-08-02唐　津トータリゼータエンジニアリング杯10R,3,4330,6.72,晴,南,3,3,唐　津,4,奈須啓太,36,福岡,51,A1,6.79,55.65,6.2,50.0,30.3,33.33
2020-08-02唐　津トータリゼータエンジニアリング杯10R,4,3711,6.77,晴,南,3,3,唐　津,3,江本真治,45,山口,52,A2,6.01,40.0,5.17,35.19,49.34,34.21
2020-08-02唐　津トータリゼータエンジニアリング杯10R,5,3543,6.74,晴,南,3,3,唐　津,5,福田雅一,51,香川,55,A2,5.7,42.11,5.92,34.62,30.9,32.88
2020-08-02唐　津トータリゼータエンジニアリング杯10R,6,4930,6.65,晴,南,3,3,唐　津,6,佐藤　悠,24,福井,54,B1,5.26,32.5,4.39,22.22,34.93,28.77
2020-08-02唐　津トータリゼータエンジニアリング杯11R,1,3024,6.84,晴,南,3,3,唐　津,1,西島義則,58,広島,57,A1,7.75,63.87,7.31,64.1,44.83,42.42
2020-08-02唐　津トータリゼータエンジニアリング杯11R,2,4771,6.79,晴,南,3,3,唐　津,2,下寺秀和,27,広島,55,A2,6.15,42.25,5.89,40.43,35.89,32.79
2020-08-02唐　津トータリゼータエンジニアリング杯11R,3,3876,6.83,晴,南,3,3,唐　津,4,中辻崇人,43,福岡,52,A1,7.03,56.52,7.54,64.29,33.03,38.96
2020-08-02唐　津トータリゼータエンジニアリング杯11R,4,4351,6.78,晴,南,3,3,唐　津,3,里岡右貴,34,福岡,53,A1,7.05,55.84,5.96,36.36,31.91,34.25
2020-08-02唐　津トータリゼータエンジニアリング杯11R,5,4000,6.75,晴,南,3,3,唐　津,5,松本博昭,43,広島,55,A2,5.85,39.52,6.19,41.86,29.07,31.08
2020-08-02唐　津トータリゼータエンジニアリング杯11R,6,4154,6.77,晴,南,3,3,唐　津,6,森安弘雅,40,香川,52,A2,5.65,38.57,5.7,50.0,34.53,36.99
2020-08-02唐　津トータリゼータエンジニアリング杯12R,1,4296,6.82,晴,南西,4,4,唐　津,1,岡崎恭裕,33,福岡,50,A1,7.16,48.57,6.71,47.06,37.08,30.14
